name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
Seat_Altea_XL_2.0_TDI_Leder_PDC_8fach_Bereift_Isofix,privat,Angebot,5250,control,,2017,manuell,140,altea,150000,7,diesel,seat,
Lancia_Delta._TÜV_bis_03/18,privat,Angebot,5600,control,,2018,manuell,120,delta,150000,2,benzin,lancia,nein
Ford_focus,privat,Angebot,1250,control,,2018,manuell,115,focus,150000,0,benzin,ford,nein
Golf_4__TDI,privat,Angebot,2800,control,,2017,manuell,101,golf,5000,9,,volkswagen,nein
Ford_Ka___Klima__TÜV_9/2017,privat,Angebot,700,control,,2017,manuell,60,ka,125000,7,benzin,ford,
Renault_clio_1.5_diesel,privat,Angebot,2600,control,,2017,manuell,0,clio,150000,4,diesel,renault,
Ford_Transit,privat,Angebot,1950,control,,2017,,0,transit,150000,0,diesel,ford,
Hyundai_Getz,privat,Angebot,2000,control,,2018,manuell,0,getz,70000,1,,hyundai,ja
Volvo_V40_mit_Kupplungsschaden,privat,Angebot,695,control,,2017,manuell,116,v40,150000,4,benzin,volvo,
Elektroauto_Citroen_C_Zero_/_KEINE_BATTERIEMIETE_/_VIELE_BILDER,privat,Angebot,13750,control,,2017,automatik,48,andere,10000,6,,citroen,nein
Motor_1.9_Getriebe_ist_top_Zustand__mit__tuev,privat,Angebot,2699,control,,2017,manuell,0,touran,150000,8,,volkswagen,nein
Honda_Jazz_1.4,privat,Angebot,1600,control,,2017,manuell,83,jazz,150000,2,benzin,honda,ja
Opel_Agila_79000_Original,privat,Angebot,1299,control,,2017,manuell,58,agila,80000,3,benzin,opel,nein
Audi_A4_Avant_quattro_2.0_TDI_S_LINE,privat,Angebot,9900,control,,2018,manuell,0,a4,150000,8,diesel,audi,
Opel_Astra_F_Cabrio,privat,Angebot,1350,control,,2018,,0,astra,5000,4,benzin,opel,nein
Hyundai_i30_crdi_2.0_*anschauen*,privat,Angebot,5000,control,,2017,manuell,145,i_reihe,150000,0,,hyundai,nein
Polo_6n_Tuev_04.17,privat,Angebot,400,control,,2017,manuell,50,polo,150000,8,,volkswagen,nein
Audi_A3_1_6_Benzin_TÜV_4/17,privat,Angebot,2899,control,,2017,manuell,109,a3,150000,12,,audi,nein
Audi_a3_hat_bis_3_2017,privat,Angebot,1299,control,,2017,manuell,90,a3,150000,3,,audi,nein
Peugeot_Partner_/_Ranch,privat,Angebot,1380,control,,2018,manuell,90,,150000,9,benzin,peugeot,
Golf_3_gepflegter_Zustand,privat,Angebot,1200,control,,2017,manuell,75,golf,125000,10,benzin,volkswagen,
Renault_Clio_1.4_Tuev_11/17_5_Tuerer,privat,Angebot,500,control,,2017,manuell,75,,150000,0,benzin,renault,nein
VW_Polo_1996,privat,Angebot,600,control,,2017,manuell,0,,150000,0,,volkswagen,nein
Auto_fuer_alle_zwecke_mit_Anhaengerkupplung,privat,Angebot,999,control,,2017,manuell,116,6_reihe,150000,12,benzin,mazda,
Kultbus_muss_weg,privat,Angebot,2000,control,,2019,,90,transporter,150000,0,diesel,volkswagen,nein
Renault_Twingo_1.2_16V_TÜV_3/2018_TOP_!!!!,privat,Angebot,2200,control,,2018,,0,twingo,150000,8,benzin,renault,nein
Opel_corsa,privat,Angebot,0,control,,2017,manuell,60,corsa,150000,5,,opel,
Tuev_Neu_Top_Zustand_Anmelden_und_losfahren,privat,Angebot,700,control,,2018,manuell,60,corsa,150000,8,benzin,opel,nein
GOLF_4_/_1.4_/_16V,privat,Angebot,0,control,,2017,manuell,75,golf,150000,0,benzin,volkswagen,ja
Honda_Jazz_mit_Klimaanlage,privat,Angebot,1850,control,,2017,manuell,83,jazz,150000,10,,honda,nein
PRIMA_ANFÄNGERAUTO_smart_fortwo_cabrio,privat,Angebot,1950,control,,2017,automatik,54,fortwo,125000,12,,smart,nein
Ford_Focus_Turnier,privat,Angebot,5800,control,,2017,manuell,101,focus,150000,6,,ford,
Geplegter_Audi_A4,privat,Angebot,8000,control,,2017,manuell,131,a4,80000,4,,audi,nein
Fiat_Punto,privat,Angebot,4600,control,,2017,manuell,95,punto,80000,10,,fiat,
Tuev_NEU_Peugeot_106_Sparsam,privat,Angebot,1050,control,,2018,manuell,50,1_reihe,125000,8,benzin,peugeot,
Renault_clio_top,privat,Angebot,1120,control,,2017,manuell,75,clio,150000,0,benzin,renault,nein
Renault_Twingo,privat,Angebot,999,control,,2018,manuell,0,twingo,150000,0,benzin,renault,nein
Opel_Antara_CDTI_Cosmo_Allrad_Gelaendewagen_eco_Flex_4x4,privat,Angebot,23250,control,,2017,manuell,163,antara,50000,3,diesel,opel,
Renault_Rapid_mit_TÜV_Feb.2017,privat,Angebot,800,control,,2017,manuell,64,andere,100000,0,diesel,renault,ja
VW_Golf_2_1_8_US_Modell_mit_Klima,privat,Angebot,1250,control,,2017,automatik,105,golf,150000,11,benzin,volkswagen,
Opel_Astra_F_Caravan,privat,Angebot,1000,control,,2017,manuell,75,astra,125000,4,,opel,nein
kangoo_privelege_ausstatung,privat,Angebot,3890,control,,2017,manuell,75,kangoo,125000,10,benzin,renault,nein
Cordoba_TÜV_neu._1.6l_Benziner,privat,Angebot,999,control,,2018,manuell,75,cordoba,150000,8,benzin,seat,
Opel_corsa_b_TÜV_01.2017,privat,Angebot,299,control,,2017,,0,,150000,8,benzin,opel,ja
Opel_Astra_1.8_16V_tuev_10/17,privat,Angebot,800,control,,2017,manuell,0,astra,150000,0,benzin,opel,
Vw_Volkswagen_Polo_9N__1.4_TDI_Gruene_Plakette_Tausch_moeglich,privat,Angebot,2000,control,,2017,manuell,0,polo,150000,11,diesel,volkswagen,nein
Seat_Arosa,privat,Angebot,900,control,,2017,manuell,50,picanto,150000,8,benzin,kia,
Golf_6_TDI,privat,Angebot,10500,control,,2018,manuell,105,golf,100000,4,diesel,volkswagen,nein
Super_cruiser_mit_TÜV_bis_08.2017,privat,Angebot,650,control,,2017,automatik,90,80,150000,8,,audi,
Vw_Polo_6n__TÜV_02/18_4_Tueren__Zahnriemen_und_Wasserpumpe_neu,privat,Angebot,1150,control,,2018,manuell,60,polo,150000,6,benzin,volkswagen,nein
VW_Golf_IV_4_1.8T_highline_Automatik,privat,Angebot,0,control,,2017,,150,golf,150000,3,benzin,volkswagen,
VW_1_9_TDI__Transporter_PRITSCHE_mit_PLANE,privat,Angebot,8450,control,,2018,manuell,86,transporter,80000,5,diesel,volkswagen,nein
Mercedes_Benz,privat,Angebot,3600,control,,2017,automatik,224,s_klasse,150000,3,benzin,mercedes_benz,nein
VW_T3_Westfalia_Club_Joker_2_1_WBX,privat,Angebot,11500,control,,2017,manuell,95,transporter,150000,7,benzin,volkswagen,
DS3_Citroen_Rot_mit_schwarzem_dach,privat,Angebot,6950,control,,2017,manuell,95,andere,125000,3,,citroen,nein
Opel_corsa_c_1.0,privat,Angebot,1150,control,,2017,manuell,58,,150000,11,,opel,
Renault_Scenic_1_9_dCi__1_Hand_TÜV_03.2018_AHK_4xeFH_Klimatronik,privat,Angebot,1450,control,,2018,manuell,102,scenic,150000,11,diesel,renault,nein
BMW_318_I_KOMBI_3_HAND_TÜV_NEU_03_2018_AHK_Garenwagen_VB,privat,Angebot,3850,control,,2018,automatik,115,3er,150000,2,benzin,bmw,
Rebault_Twingo_mit_Faltdach_und_Tuev!_BJ2002,privat,Angebot,1350,control,,2017,,0,twingo,150000,3,benzin,renault,nein
Bmw_e87_116i,privat,Angebot,6666,control,,2017,manuell,116,1er,150000,12,benzin,bmw,
Volvo_XC90____7_Sitze____voll_Ausstattung,privat,Angebot,9999,control,,2017,,0,xc_reihe,150000,0,diesel,volvo,
Polo_9N_sehr_sparsam_zuverlaessig_Guenstig__in_der_Unterhaltung_.,privat,Angebot,3260,control,,2017,manuell,0,polo,150000,12,benzin,volkswagen,
BMW_E36_316i,privat,Angebot,550,control,,2017,manuell,105,,150000,0,benzin,bmw,
Biete_zum_Verkauf_einen_Mitsubishi_1.6_colt,privat,Angebot,999,control,,2017,automatik,103,colt,150000,2,,mitsubishi,nein
Suche_Motorrad_Tausch_gegen_auto,privat,Angebot,2400,control,,2018,,0,,150000,0,,audi,nein
Volkswagen_Golf_1.6_Climatronic__DAB+__Freisprecheinrichtung,privat,Angebot,2195,control,,2017,manuell,100,golf,150000,10,benzin,volkswagen,nein
Touran_2.0,privat,Angebot,5400,control,,2018,manuell,140,touran,150000,0,diesel,volkswagen,nein
fiat_punto_1.1,privat,Angebot,1400,control,,2017,,0,punto,150000,0,,fiat,
Audi_s3_mit_Motor_Neuaufbau_gt3076,privat,Angebot,0,control,,2017,manuell,500,a3,150000,2,benzin,audi,
Audi_A3_1_6_Attraction_mit_TÜV_10/17,privat,Angebot,1250,control,,2017,manuell,101,a3,150000,8,benzin,audi,nein
Toyota_Aygo______Top_Zustand_____,privat,Angebot,3250,control,,2017,,68,aygo,80000,4,benzin,toyota,nein
VW_Polo_11_Monate_tuev!,privat,Angebot,200,control,,2017,manuell,0,polo,150000,0,benzin,volkswagen,
Opel_Corsa_B_1.0_Tuev_Au_03/2018,privat,Angebot,1100,control,,2018,manuell,58,corsa,125000,6,benzin,opel,nein
Audi_S4_Avant,privat,Angebot,9000,control,,2017,manuell,0,andere,150000,8,benzin,audi,nein
Vw_passat,privat,Angebot,6350,control,,2017,manuell,102,passat,150000,1,,volkswagen,
Verkaufe_VW_Sharan_1_8t_mit_150_Ps,privat,Angebot,1500,control,,2017,manuell,150,sharan,150000,0,benzin,volkswagen,ja
Tausche_Audi_80_B4_avant_mit_Tuev_gegen_Audi_Cabrio!,privat,Angebot,0,control,,2017,manuell,0,,150000,1,benzin,audi,nein
VW_Tiguan_R_Line_Sport&Style_BM_Techn.,privat,Angebot,21700,control,,2017,manuell,140,tiguan,90000,7,diesel,volkswagen,nein
Mercedes_S_Klasse_Lang_im_gepflegten_Zustand,privat,Angebot,4290,control,,2017,automatik,224,s_klasse,150000,7,,mercedes_benz,nein
Peugeot_307_5_Tuerer_Nichtraucher_Fahrzeug,privat,Angebot,2950,control,,2017,manuell,109,3_reihe,125000,12,benzin,peugeot,nein
Schoener_opel_calibra_2l_8v,privat,Angebot,1999,control,,2017,automatik,115,calibra,150000,9,benzin,opel,nein
twingo_zum_schlachten,privat,Angebot,200,control,,2017,manuell,58,twingo,5000,6,,renault,
Mercedes_C_200_CDI_Esprit_TÜV_gepflegt,privat,Angebot,1350,control,,2017,manuell,102,c_klasse,150000,5,,mercedes_benz,nein
Bmw_e_36_compact,privat,Angebot,1099,control,,2018,automatik,105,3er,150000,5,,bmw,nein
Sehr_schoenes_Fahrzeug,privat,Angebot,1100,control,,2017,,0,astra,150000,0,benzin,opel,
VW_Golf4_TDI_Klima_AluSR_WR_TÜV,privat,Angebot,2600,control,,2017,,0,golf,150000,10,diesel,volkswagen,
Audi_80_B4_2.0_im_Top_Zustand_und_neuem_TÜV,privat,Angebot,1700,control,,2018,manuell,90,80,150000,1,,audi,nein
Twingo_mit_grossem_Faltdach_/_Scheckheft_/_HU_neu_/_Tolle_Ausst.,privat,Angebot,5999,control,,2018,manuell,75,twingo,70000,1,benzin,renault,
VW_Polo_6N,privat,Angebot,1580,control,,2018,manuell,60,polo,150000,0,benzin,volkswagen,nein
Golf_4.___1_6L_ab_bastler,privat,Angebot,899,control,,2017,manuell,105,,150000,4,,volkswagen,
Audi_A6_Kombi_Tdi,privat,Angebot,2190,control,,2018,manuell,150,a6,150000,4,diesel,audi,nein
Opel_Corsa..._ÜBER_1_JAHR_TÜV!,privat,Angebot,999,control,,2017,manuell,55,corsa,150000,0,benzin,opel,nein
Opel_mit_Extras,privat,Angebot,1000,control,,2018,manuell,60,corsa,125000,3,benzin,opel,nein
Gepflegter_Audi_A4_zu_verkaufen,privat,Angebot,7700,control,,2018,manuell,140,a4,150000,9,,audi,nein
Nissan_MICRA_TÜV_BIS_07/17_angemeldet__super_Zustand,privat,Angebot,750,control,,2017,manuell,60,micra,150000,0,benzin,nissan,nein
OPEL_CORCA_C_AUTOMATIC_1_2,privat,Angebot,650,control,,2017,automatik,0,corsa,150000,8,benzin,opel,ja
Opel__combo,privat,Angebot,1299,control,,2017,manuell,60,combo,150000,8,,opel,nein
Opel_Astra_F,privat,Angebot,1000,control,,2018,manuell,60,astra,150000,3,benzin,opel,nein
Iveco_daily_35c14,privat,Angebot,2200,control,,2017,manuell,0,,150000,7,,sonstige_autos,
Mercedes_200cdi,privat,Angebot,4599,control,,2017,manuell,122,,150000,11,,mercedes_benz,
Nur_heute_bis_10.30_Uhr!_!_Ford_Focus_Turnier_TDDI___90PS_vae,privat,Angebot,250,control,,2017,,0,focus,150000,3,diesel,ford,ja
Honda_Jazz,privat,Angebot,3800,control,,2017,manuell,77,jazz,150000,12,,honda,nein
BMW_316_I_touring,privat,Angebot,300,control,,2017,manuell,0,3er,150000,3,benzin,bmw,
Mercedes_Benz_e220_w211_TOP!_8fach_bereift,privat,Angebot,7500,control,,2017,,0,e_klasse,150000,6,diesel,mercedes_benz,nein
VW_Golf_4_1_6_TÜV_bis_06.2017,privat,Angebot,1700,control,,2017,manuell,101,golf,150000,5,benzin,volkswagen,nein
CORSA_OPC__LINE_mit_Car_Garantie,privat,Angebot,11250,control,,2017,manuell,101,corsa,30000,9,benzin,opel,nein
Peugeot_206_cc,privat,Angebot,2000,control,,2017,manuell,109,,150000,10,benzin,peugeot,
Opel_astra!,privat,Angebot,1300,control,,2017,,101,astra,150000,11,,opel,
Audi_A6_3_0_TDI_16_Zoll_Allwetterreifen_neuwertig,privat,Angebot,299,control,,2018,,300,a6,5000,7,diesel,audi,
Verkaufe_mein_Move,privat,Angebot,750,control,,2017,manuell,54,move,100000,12,benzin,daihatsu,nein
Nissan_Micra_Cabrio_1.6_CC_zu_verkaufen,privat,Angebot,6000,control,,2018,,110,micra,125000,1,benzin,nissan,nein
Fiat_Panda_1.1_Tuev,privat,Angebot,1700,control,,2017,manuell,0,panda,150000,3,benzin,fiat,
Citroen_C8_mit_Tuev__Gruene_Umweltplakette,privat,Angebot,1900,control,,2017,manuell,128,andere,150000,4,diesel,citroen,
Porsche_911_Turbo___1st_Hand,privat,Angebot,62900,control,,2018,automatik,480,911,70000,3,,porsche,nein
Audi_A3_Silber,privat,Angebot,1950,control,,2017,automatik,101,,150000,0,,audi,
Ford_Fiesta,privat,Angebot,1999,control,,2017,,75,fiesta,100000,0,benzin,ford,
316_Klima_Tuev_10/2017,privat,Angebot,1299,control,,2017,manuell,105,3er,150000,4,benzin,bmw,
Kia__carnival,privat,Angebot,749,control,,2017,manuell,147,carnival,150000,12,diesel,kia,ja
VW_Polo_4_Tuerer_TÜV_09/2017,privat,Angebot,1650,control,,2017,manuell,0,polo,150000,0,,volkswagen,
Smart__mit_Panoramadach,privat,Angebot,1400,control,,2018,automatik,0,andere,150000,0,,smart,
dieses_Auto_ist_zu_renovieren_von_bosch,privat,Angebot,3200,control,,2018,manuell,110,rio,150000,9,diesel,kia,nein
Ford_c_max,privat,Angebot,3650,control,,2017,manuell,90,c_max,150000,1,diesel,ford,ja
Golf_4_1.6_SR,privat,Angebot,1150,control,,2017,manuell,101,golf,150000,9,benzin,volkswagen,ja
Golf_4_Sondermodel_!!!!!,privat,Angebot,2300,control,,2017,manuell,0,golf,150000,3,benzin,volkswagen,nein
Polo_9N_1.4_mit_geringer_Fahrleistung,privat,Angebot,4700,control,,2017,manuell,80,polo,70000,11,benzin,volkswagen,
Mercedes_B200_Sport_DPF,privat,Angebot,8900,control,,2018,manuell,140,b_klasse,150000,3,diesel,mercedes_benz,
Opel_Astra_H_1.3CDTI,privat,Angebot,3600,control,,2017,manuell,1300,astra,150000,0,diesel,opel,nein
Astra_G_CC,privat,Angebot,950,control,,2017,,0,astra,150000,0,benzin,opel,
Schoener_Vw_golf_5,privat,Angebot,0,control,,2017,,90,golf,150000,0,benzin,volkswagen,
Opel_corsa,privat,Angebot,550,control,,2018,automatik,0,,20000,0,,opel,nein
Land_Rover_Serie_2.109d,privat,Angebot,8450,control,,2018,manuell,46,serie_2,60000,9,diesel,land_rover,nein
MB_VITO_MIXTO_111__639/4_2.HAND/SCHECKH.+RECHN./TÜV_3/18,privat,Angebot,10700,control,,2018,manuell,116,vito,150000,0,diesel,mercedes_benz,nein
Kia_Rio_TÜV_NEU_1.Hand_Scheckheft_Gepflegt_Bj_2004,privat,Angebot,1250,control,,2018,manuell,94,rio,100000,12,benzin,kia,nein
Peugeot_207_THP_155_Sportium,privat,Angebot,6300,control,,2017,manuell,156,2_reihe,70000,11,,peugeot,nein
T4_Pritsche_1_9_TD_2_Jahre_tuev_mit_Plane_VW_Bus_DoKa,privat,Angebot,2999,control,,2018,manuell,68,transporter,150000,0,benzin,volkswagen,
Opel_Corsa_1.2_16V__eco_Flex,privat,Angebot,5000,control,,2017,manuell,69,corsa,125000,3,benzin,opel,nein
Skoda_Octavia_Combi_2.0_TDI_mit_Garantie,privat,Angebot,14900,control,,2017,manuell,0,octavia,90000,3,diesel,skoda,
Renault_Clio_Campus_75PS_Baujahr_2006_147691km,privat,Angebot,1800,control,,2017,manuell,75,clio,150000,0,benzin,renault,
OPEL_CORSA__4TÜRER__TÜV_BIS_9.2017,privat,Angebot,1650,control,,2017,,0,,150000,0,benzin,opel,
Volkswagen_vw_up,privat,Angebot,3950,control,,2017,manuell,60,up,150000,4,benzin,volkswagen,nein
VW_GOLF_KOMBI__1_9_TDI__TÜV_12/2017,privat,Angebot,1899,control,,2017,manuell,110,golf,150000,12,,volkswagen,nein
Opel_Astra_F_1_6_mit_Tuev,privat,Angebot,550,control,,2017,manuell,71,astra,150000,0,benzin,opel,
BMW_320i_Coupé,privat,Angebot,0,control,,2018,,150,3er,150000,0,benzin,bmw,
Audi_A3_8l_1_8liter,privat,Angebot,3700,control,,2018,manuell,125,,150000,0,,audi,nein
Verkaufe_gepflegten_Audi_A3,privat,Angebot,5490,control,,2017,manuell,102,a3,150000,4,benzin,audi,
W114_115__Coupe___250_umbau_auf_280c,privat,Angebot,4111,control,,2017,manuell,0,,150000,8,,mercedes_benz,ja
3Bg_Passat_Diesel_1_9_TDI_131Ps_AHK_Klima_Tuev_11/17,privat,Angebot,3590,control,,2017,manuell,131,passat,150000,6,,volkswagen,nein
Seat_Leon_1P_1_9_tdi_TÜV_02/2018,privat,Angebot,4950,control,,2018,manuell,105,leon,150000,9,diesel,seat,nein
VW_Passat_1.9tdi,privat,Angebot,2450,control,,2017,manuell,0,passat,150000,12,diesel,volkswagen,nein
Opel_Corsa_D_Eco_Flex_mit_Klima,privat,Angebot,4750,control,,2018,manuell,60,corsa,80000,5,benzin,opel,nein
Suzuki_Ignis_1.3_X_45_Erste_Hand_und_Echte_KM_Stand,privat,Angebot,4200,control,,2018,manuell,94,andere,70000,3,benzin,suzuki,nein
Opel_astra_1.6,privat,Angebot,3700,control,,2017,manuell,77,astra,150000,0,,opel,
VW_Sharan_mit_AHK,privat,Angebot,1111,control,,2017,manuell,150,sharan,150000,1,benzin,volkswagen,ja
Peugeot_307_hdi_Kupplung_Schwungrad_Tuev_Neu,privat,Angebot,1650,control,,2018,manuell,107,3_reihe,150000,9,diesel,peugeot,
BMW_323_ti_Compact__E36_Tuev_Neu_M_Paket_Bastuck_Bilstein,privat,Angebot,2950,control,,2018,manuell,0,3er,150000,2,benzin,bmw,nein
Audi_A6_TDI_XENON_NAVI_KLIMA_LEDER/ALCANTARA___TÜV_07/17,privat,Angebot,2599,control,,2017,automatik,179,a6,150000,9,diesel,audi,
Opel_corsa_TÜV_Neu,privat,Angebot,1000,control,,2018,manuell,55,corsa,150000,3,,opel,nein
Audi_A3_2.0TDI*NAVI*XENON*TEMPOMAT,privat,Angebot,6299,control,,2018,manuell,180,a3,150000,0,,audi,
Mercedes_a170,privat,Angebot,1250,control,,2017,manuell,95,a_klasse,150000,7,diesel,mercedes_benz,
Opel_Astra_H,privat,Angebot,4399,control,,2017,manuell,101,astra,150000,11,,opel,nein
Toyota_Aygo__8_fach_bereift__scheckheftgepfl.,privat,Angebot,5290,control,,2017,manuell,68,aygo,30000,2,,toyota,nein
Mercedes_Benz_CLS_350_GASANLAGE_VIALLE__TÜV_NEU,privat,Angebot,12600,control,,2018,automatik,0,cl,150000,3,benzin,mercedes_benz,
Volkswagen_Transporter_T4,privat,Angebot,2500,control,,2017,manuell,68,transporter,150000,6,diesel,volkswagen,
AUDI_A3_2.0_TDI_Ambiente,privat,Angebot,4555,control,,2018,manuell,140,a3,150000,9,diesel,audi,ja
Toller_VW_Golf_IV__top_gepflegt__Silber,privat,Angebot,2990,control,,2017,manuell,105,golf,150000,11,benzin,volkswagen,nein
Audi_A3_8l___10/17_TÜV___angemeldet,privat,Angebot,0,control,,2017,manuell,125,a3,150000,9,benzin,audi,
Honda_civic_1.4_90ps_tuev_5.17,privat,Angebot,1000,control,,2017,manuell,90,civic,150000,6,,honda,
Seat_Ibiza_6K_1.4___60_PS_TÜV_09/2017,privat,Angebot,599,control,,2017,manuell,60,ibiza,150000,1,benzin,seat,
Golf_3_1.4_Liter_60_ps,privat,Angebot,1000,control,,2018,manuell,0,golf,150000,1,benzin,volkswagen,nein
Nissan_Micra_TÜV_02/2017,privat,Angebot,500,control,,2017,manuell,75,micra,150000,3,,nissan,nein
Golf4_schwarz_1.9Tdi_131ps_6_Gang._TÜV_09.2027,privat,Angebot,2800,control,,2017,manuell,131,golf,150000,10,diesel,volkswagen,
Vectra_Tuev_12/17,privat,Angebot,750,control,,2017,manuell,115,vectra,150000,3,,opel,
Mini_Cooper,privat,Angebot,5800,control,,2018,automatik,116,cooper,100000,7,benzin,mini,nein
Unfallauto__Überschlag___Motor_und_Getriebe_gut,privat,Angebot,249,control,,2017,manuell,105,scenic,150000,0,diesel,renault,ja
BMW_e60_530D_Tausch_moeglich,privat,Angebot,8999,control,,2017,manuell,258,,150000,12,,bmw,
gesucht_und_gefunden,privat,Angebot,3200,control,,2017,manuell,75,ibiza,125000,1,benzin,seat,
Ford_Transit_9_Sitzer_Euro_3_Diesel,privat,Angebot,3600,control,,2017,manuell,125,transit,150000,6,diesel,ford,
VW_Golf_III_zu_verkaufen!_Guter_Zustand__faehrt_einwandfrei!,privat,Angebot,950,control,,2017,manuell,75,golf,150000,6,benzin,volkswagen,
1.4_TSI_Cup__Xenon_7.Sitz_Parklenk_Sportsitze_Tempom.,privat,Angebot,21950,control,,2017,manuell,140,touran,20000,7,,volkswagen,nein
Opel_corsa_c_1.7_cdti,privat,Angebot,2750,control,,2017,manuell,101,corsa,150000,5,diesel,opel,nein
Passat_Variant_3c_Highline_Ahk_DSG_TDI_Schaltwippen_Voll,privat,Angebot,8888,control,,2018,automatik,140,passat,150000,11,,volkswagen,nein
Audi_S3_1_8T_300PS_!Tuev_neu,privat,Angebot,5900,control,,2018,manuell,301,,125000,0,,audi,nein
Polo_86c_G40_Umbau,privat,Angebot,3500,control,,2017,manuell,113,polo,150000,0,benzin,volkswagen,nein
Corsa_1.0_12v_edition_2000_TÜV_1/17_Euro_4,privat,Angebot,699,control,,2017,manuell,54,corsa,150000,0,benzin,opel,nein
Fiat_dubllo_diesel__motor__getribe_ok,privat,Angebot,1850,control,,2017,,0,,150000,0,,fiat,
Tolles_Auto._8_fach_bereift,privat,Angebot,3350,control,,2017,manuell,60,corsa,150000,9,,opel,nein
Citroën_C3_VTi_95_Selection,privat,Angebot,7700,control,,2018,manuell,95,c3,80000,4,benzin,citroen,
VW_Touren_zu_Tauschen,privat,Angebot,0,control,,2017,manuell,105,,150000,10,,volkswagen,
Citroën_Jumpy,privat,Angebot,2750,control,,2018,manuell,90,andere,150000,2,diesel,citroen,
Golf_2_GT_90PS_Servo_MFA_Euro_2,privat,Angebot,1299,control,,2017,manuell,90,golf,150000,0,,volkswagen,
Volkswagen_Passat_Variant_2.0_TDI_Highline,privat,Angebot,7200,control,,2017,automatik,140,passat,150000,3,diesel,volkswagen,
MITSUBISHI_SPACE_STAR_TÜV_2017,privat,Angebot,900,control,,2017,manuell,82,andere,150000,3,benzin,mitsubishi,nein
Fiat_Punto_1.2_aus_1_Hand_TÜV_AU_02.2018,privat,Angebot,3599,control,,2018,manuell,0,punto,100000,4,benzin,fiat,nein
Golf_4_1.4_TÜV_NEU_bis_02.18_Guter_Zustand,privat,Angebot,0,control,,2018,manuell,75,golf,150000,0,benzin,volkswagen,ja
Opel_astra_g_cc_1.6l_16V,privat,Angebot,0,control,,2017,manuell,101,astra,150000,7,,opel,nein
VW_Golf_5_2.0_TDI_ABT_Xenon/Leder_Vollausstattung_/Scheckheft/,privat,Angebot,6990,control,,2017,manuell,140,golf,100000,5,diesel,volkswagen,
Mercedes_Benz_w221_s320_cdi__VOLL_Verkauf/Tausch__2_Jahre_tuev,privat,Angebot,15999,control,,2018,automatik,235,s_klasse,150000,6,,mercedes_benz,
Ford_Focus_1.6_Ghia___TÜV_02/2018___Winterreifen___rostfrei.,privat,Angebot,1649,control,,2018,manuell,101,focus,150000,1,benzin,ford,nein
Renault_Megane,privat,Angebot,1300,control,,2017,manuell,0,,150000,10,benzin,renault,
Kia_Picanto_ex_Special_aus_1.hand,privat,Angebot,1750,control,,2018,manuell,61,picanto,125000,9,,kia,
Ford_Fiesta_Motorschaden,privat,Angebot,700,control,,2017,manuell,90,fiesta,150000,6,diesel,ford,ja
Suzuki_Swift_Sport_Rallye,privat,Angebot,4800,control,,2018,manuell,0,swift,125000,6,benzin,suzuki,
Renault_Megane_1.6_16V_Expression_KlimaTÜV_04/17,privat,Angebot,899,control,,2017,manuell,107,megane,150000,4,benzin,renault,nein
Toyota_Auris/8_fach_bereift,privat,Angebot,9699,control,,2017,manuell,99,auris,40000,12,benzin,toyota,nein
Mitsubischi_colt_cz3_anfaenger_auto_tuef_2/18,privat,Angebot,2200,control,,2018,manuell,95,colt,150000,9,,mitsubishi,nein
Golf_1.9_tdi_tuev_bis_4.2017_automatic_5_tuerig,privat,Angebot,2200,control,,2017,automatik,90,golf,150000,6,diesel,volkswagen,
Reparaturbeduerftiger_pampersbomber_mit_TÜV,privat,Angebot,1000,control,,2017,automatik,147,zafira,150000,7,,opel,ja
Vw_Polo_6n_Open_Air___no_vr6_gti_16v_tdi_r32__,privat,Angebot,1100,control,,2017,,60,polo,150000,0,,volkswagen,
Opel_Corsa_C_sehr_gepflegt!!!_TÜV_NEU_!!!_Top,privat,Angebot,1400,control,,2018,,0,corsa,150000,0,,opel,
Opel_Zafira_Bj_2002_sehr_sauber_und_gepflegt,privat,Angebot,1700,control,,2018,manuell,80,zafira,150000,12,benzin,opel,nein
2_x_peugeot_106_sport/_rally,privat,Angebot,700,control,,2017,,75,1_reihe,150000,6,benzin,peugeot,nein
Clk_200_Avantgarde_Coupe,privat,Angebot,4440,control,,2017,manuell,139,clk,150000,12,benzin,mercedes_benz,
Treuer_Renault_Twingo_mit_Hagelschaden,privat,Angebot,900,control,,2017,manuell,75,twingo,150000,0,benzin,renault,
Mercedes_Benz_Vito_Kasten_108_CDI,privat,Angebot,2800,control,,2017,manuell,0,vito,150000,11,diesel,mercedes_benz,nein
DB_Sprinter_316_CD?_Automatik_Klima_Sthz_AHK_Hoch/Lang.,privat,Angebot,5700,control,,2018,automatik,156,sprinter,150000,4,diesel,mercedes_benz,
Bmw_E36_mit_TÜV_850_ohne_TÜV_750,privat,Angebot,700,control,,2018,manuell,102,3er,150000,0,,bmw,nein
Delta_Lancia,privat,Angebot,650,control,,2017,manuell,90,delta,150000,11,benzin,lancia,
Schlachtfahrzeug_Ford_Focus,privat,Angebot,0,control,,2018,manuell,0,focus,150000,0,diesel,ford,
Bmw_118_Diesel,privat,Angebot,4999,control,,2017,manuell,0,1er,150000,10,diesel,bmw,
